file_name,read_group_id,library_selection,library_strand
b44ffeb2-2db5-41cc-9a6a-b83ce6ed5be3.rna_seq.genomic.gdc_realn.bam,954f070e-b552-4e2c-a295-db3e747beea7,Poly-T Enrichment,
b44ffeb2-2db5-41cc-9a6a-b83ce6ed5be3.rna_seq.genomic.gdc_realn.bam,1bd4fa12-59e0-409a-a86c-8c02c3e73dac,Other,N/A
8fdfcb64-991a-4bb3-bc68-7815818880b7.rna_seq.genomic.gdc_realn.bam,6d38f3d6-fdc5-45c8-a4f1-ca3bdc435494,Other,N/A
8fdfcb64-991a-4bb3-bc68-7815818880b7.rna_seq.genomic.gdc_realn.bam,abb3cf5e-c7f5-4cb1-85a1-9a51ba598921,Poly-T Enrichment,
5cec1812-c2a5-4f34-9bb0-f22b17c6e0b0.rna_seq.genomic.gdc_realn.bam,ac48eff8-466e-4e48-bb29-a0b44c5db74c,Poly-T Enrichment,
5cec1812-c2a5-4f34-9bb0-f22b17c6e0b0.rna_seq.genomic.gdc_realn.bam,94919a81-f56c-43ec-b0a2-c3707c3122bf,Other,N/A
a2f56843-c5a9-4043-9969-026731794bce.rna_seq.genomic.gdc_realn.bam,89012952-dc2b-42b4-94a0-8a7be0e43008,Poly-T Enrichment,
a2f56843-c5a9-4043-9969-026731794bce.rna_seq.genomic.gdc_realn.bam,6448e8e0-b9f7-4a43-9c9f-cb4d05d8ed8c,Other,N/A
7b130ef0-73a7-4f2d-8cb2-329ad144c9cd.rna_seq.genomic.gdc_realn.bam,30e62261-2b31-443e-8882-5ef467d70f4b,Other,N/A
7b130ef0-73a7-4f2d-8cb2-329ad144c9cd.rna_seq.genomic.gdc_realn.bam,57c15eeb-a1f9-48de-bec9-36f3ebe698fe,Poly-T Enrichment,
ed7b0b50-3928-4d15-b036-dbbb01b530e5.rna_seq.genomic.gdc_realn.bam,06b99014-fafd-4d22-8151-c88542255bcc,Other,N/A
ed7b0b50-3928-4d15-b036-dbbb01b530e5.rna_seq.genomic.gdc_realn.bam,e3ff79e0-59e7-4c42-842c-bc00d9932d82,Poly-T Enrichment,
c2e995fd-3b8b-43da-82b9-5f971ce0e166.rna_seq.genomic.gdc_realn.bam,79c90c40-3ade-4138-8052-49f5ce5a9dc6,Other,N/A
c2e995fd-3b8b-43da-82b9-5f971ce0e166.rna_seq.genomic.gdc_realn.bam,88c8f861-9757-4a13-b498-fde28aabe06c,Poly-T Enrichment,
5b546308-7ade-4424-b9f1-98f323ded64e.rna_seq.genomic.gdc_realn.bam,9001bfa6-a95e-47da-9644-11c01ea5c2f9,Other,N/A
5b546308-7ade-4424-b9f1-98f323ded64e.rna_seq.genomic.gdc_realn.bam,09a3e6ac-48a9-49ce-807d-8a346aae2e2d,Poly-T Enrichment,
471c9d40-07fc-4e56-ae34-421619993819.rna_seq.genomic.gdc_realn.bam,ee8fd0c2-d8d4-4e7f-a581-05fc2e426665,Poly-T Enrichment,
471c9d40-07fc-4e56-ae34-421619993819.rna_seq.genomic.gdc_realn.bam,66e194b6-e98b-43bb-9942-3ec488b8b384,Other,N/A
ef7bdca7-7327-4c23-a351-dd35a818c583.rna_seq.genomic.gdc_realn.bam,80b7aa81-0fba-4234-9a45-689951ba72c1,Other,N/A
ef7bdca7-7327-4c23-a351-dd35a818c583.rna_seq.genomic.gdc_realn.bam,ab1b0363-de34-46e0-b30c-8e1427ebe32f,Poly-T Enrichment,
2b6119d6-6afa-4b8b-8750-ff3513e3b5ae.rna_seq.genomic.gdc_realn.bam,79f10162-4498-4c68-8e23-43e0602b7643,Poly-T Enrichment,
2b6119d6-6afa-4b8b-8750-ff3513e3b5ae.rna_seq.genomic.gdc_realn.bam,1b660c3f-8d88-41c0-bc64-0fc7c2784679,Other,N/A
05ff8bb2-7a80-4cb3-9bda-9c575c81dbb4.rna_seq.genomic.gdc_realn.bam,03d492c0-0048-4648-8309-2341a2658afe,Poly-T Enrichment,
05ff8bb2-7a80-4cb3-9bda-9c575c81dbb4.rna_seq.genomic.gdc_realn.bam,f1a9716a-e854-4823-bfff-fa1f6604b419,Other,N/A
eb79566a-c8bf-4822-bdf4-7119952503d1.rna_seq.genomic.gdc_realn.bam,6553313e-5ef1-4f99-bbaa-a609234feb3e,Other,N/A
eb79566a-c8bf-4822-bdf4-7119952503d1.rna_seq.genomic.gdc_realn.bam,a18b9be3-44d0-49fe-b205-a4318db8671a,Poly-T Enrichment,
24295c8b-a21b-498a-bdf8-3f41a229a8d5.rna_seq.genomic.gdc_realn.bam,71d1cac4-97b2-4345-9d54-aa0aa8979c8c,Other,N/A
24295c8b-a21b-498a-bdf8-3f41a229a8d5.rna_seq.genomic.gdc_realn.bam,e5176762-0b97-452b-81bf-2321063eaf44,Poly-T Enrichment,
727feed5-9ea6-4769-b616-e148ca0f6e02.rna_seq.genomic.gdc_realn.bam,356265ed-0c90-4a8f-9772-aa7900ae234d,Poly-T Enrichment,
727feed5-9ea6-4769-b616-e148ca0f6e02.rna_seq.genomic.gdc_realn.bam,a893cf5b-9b59-4226-a460-2da324899cae,Other,N/A
c2f8982e-c47b-4b1b-b181-beab46a7158c.rna_seq.genomic.gdc_realn.bam,0b8b7cb4-08e5-4ddc-a68d-165fe5c33d92,Poly-T Enrichment,
c2f8982e-c47b-4b1b-b181-beab46a7158c.rna_seq.genomic.gdc_realn.bam,e482cde9-1111-403a-a8ea-7966e48c52ab,Other,N/A
c69c63e7-1f76-4294-bf55-7da39f2934d4.rna_seq.genomic.gdc_realn.bam,3850ab5d-4930-4ff4-9fc9-ed3a48df1747,Other,N/A
c69c63e7-1f76-4294-bf55-7da39f2934d4.rna_seq.genomic.gdc_realn.bam,78d4bfd7-03d1-4ed7-8048-36c517ec33e8,Poly-T Enrichment,
3eea3660-6071-49cb-b426-fceffbe8e37c.rna_seq.genomic.gdc_realn.bam,e01972ac-bd1b-4982-a446-75d07dc6e6b4,Other,N/A
3eea3660-6071-49cb-b426-fceffbe8e37c.rna_seq.genomic.gdc_realn.bam,de815db0-4f1b-42f3-a569-1a4dcc352423,Other,
8cf37547-4e88-4be1-948d-9f3659a6c90d.rna_seq.genomic.gdc_realn.bam,f253c520-cbec-45b9-bacc-cd33f084f1d7,Poly-T Enrichment,
8cf37547-4e88-4be1-948d-9f3659a6c90d.rna_seq.genomic.gdc_realn.bam,cb5d124f-dc24-4085-b963-9776afaaca60,Other,N/A
acb580cb-7c43-439c-a2c1-50391ff93e10.rna_seq.genomic.gdc_realn.bam,686a9523-5263-4981-a65e-1665722c85b3,Poly-T Enrichment,
acb580cb-7c43-439c-a2c1-50391ff93e10.rna_seq.genomic.gdc_realn.bam,9cc46c10-a16f-4efb-a466-9a3bebc91585,Other,N/A
c06c1843-67b7-481a-b80d-17712fd8e1f0.rna_seq.genomic.gdc_realn.bam,97feaf2d-fd72-4f0f-bd95-810bd3926844,Other,N/A
c06c1843-67b7-481a-b80d-17712fd8e1f0.rna_seq.genomic.gdc_realn.bam,5adead8b-8311-48a7-9a24-78d536134ccc,Poly-T Enrichment,
ce5e176c-554a-4c4d-b0bd-ae4bcb4be143.rna_seq.genomic.gdc_realn.bam,ceef004a-2036-458b-b9fe-b2cff8e0f8d1,Other,N/A
ce5e176c-554a-4c4d-b0bd-ae4bcb4be143.rna_seq.genomic.gdc_realn.bam,f4e6ed32-f872-4779-925d-993ff8530196,Poly-T Enrichment,
6fa4aab7-7d56-4329-baf5-25593968cf38.rna_seq.genomic.gdc_realn.bam,dd13ddaf-1b45-402a-a79b-bb4bed88aec3,Poly-T Enrichment,
6fa4aab7-7d56-4329-baf5-25593968cf38.rna_seq.genomic.gdc_realn.bam,87a60ec3-945d-4d25-973e-0fe3d82a7d8b,Other,N/A
a766ee89-7ec8-4f53-b01a-43da3c904495.rna_seq.genomic.gdc_realn.bam,6943b342-e63d-4d1b-b660-fb5213ebedd6,Other,N/A
a766ee89-7ec8-4f53-b01a-43da3c904495.rna_seq.genomic.gdc_realn.bam,ea3b71ac-8e60-48b5-b582-30cc1850be18,Poly-T Enrichment,
635ce8d2-9653-4e56-8e5e-5ccb46da7a33.rna_seq.genomic.gdc_realn.bam,1030d7f3-4b09-4449-b269-9a68dad966a3,Other,N/A
635ce8d2-9653-4e56-8e5e-5ccb46da7a33.rna_seq.genomic.gdc_realn.bam,09ea580a-bc00-44a6-8be9-efd1493b0611,Poly-T Enrichment,
be9e0632-bfab-4f23-bc63-70c8e7060669.rna_seq.genomic.gdc_realn.bam,1386898b-70cd-4ad4-98c7-69f15ca01300,Other,N/A
be9e0632-bfab-4f23-bc63-70c8e7060669.rna_seq.genomic.gdc_realn.bam,14ce1c07-cedb-4e57-b10a-96ea6b79dc54,Poly-T Enrichment,
63abbccc-1e80-4b6c-8ce8-2722444f5570.rna_seq.genomic.gdc_realn.bam,6bc8cf12-9699-4f49-be0b-b12f490cfe3f,Other,N/A
63abbccc-1e80-4b6c-8ce8-2722444f5570.rna_seq.genomic.gdc_realn.bam,a5a3343f-ace0-4163-b7e7-2d9fb21e6a15,Poly-T Enrichment,
bba65b2d-f372-4607-be61-227bf3904335.rna_seq.genomic.gdc_realn.bam,45944bc5-54e8-4265-a660-eff75371f9b4,Poly-T Enrichment,
bba65b2d-f372-4607-be61-227bf3904335.rna_seq.genomic.gdc_realn.bam,5f18eee9-3f96-4ecc-b25f-07129af48bfe,Other,N/A
9ff30693-52cf-4125-a9cd-65900ef2d018.rna_seq.genomic.gdc_realn.bam,95ab81ff-2ff3-4772-9ed5-738e532797d2,Poly-T Enrichment,
9ff30693-52cf-4125-a9cd-65900ef2d018.rna_seq.genomic.gdc_realn.bam,8b694521-a3b1-4a95-a268-da9550e36427,Other,N/A
98e8a1f3-2622-4603-afca-fb9e81243a32.rna_seq.genomic.gdc_realn.bam,d0961542-c3e9-4124-8078-304149166a6e,Other,N/A
98e8a1f3-2622-4603-afca-fb9e81243a32.rna_seq.genomic.gdc_realn.bam,e49b8be0-764c-484c-8e0b-e8c94c700c99,Poly-T Enrichment,
98e8a1f3-2622-4603-afca-fb9e81243a32.rna_seq.genomic.gdc_realn.bam,895e0c72-01f8-4a01-a909-d6c1156927d5,Other,N/A
8761d55f-706a-4180-a535-42b64bef36ec.rna_seq.genomic.gdc_realn.bam,960801c4-3c6c-42a2-9f2a-979126e395bd,Poly-T Enrichment,
382e7f84-399c-4dfb-977a-1ddc1c66b22d.rna_seq.genomic.gdc_realn.bam,842d8c29-41e1-4307-b499-5f3c2ba7b25f,Poly-T Enrichment,
382e7f84-399c-4dfb-977a-1ddc1c66b22d.rna_seq.genomic.gdc_realn.bam,27eb0475-7788-47ac-a84f-b646b81d8adf,Other,N/A
3aacbf4d-3ead-4e32-83c6-aabc4797e377.rna_seq.genomic.gdc_realn.bam,f241f066-5c45-44ee-933b-b79052ed6849,Poly-T Enrichment,
3aacbf4d-3ead-4e32-83c6-aabc4797e377.rna_seq.genomic.gdc_realn.bam,1c209b79-f05b-4ceb-aaae-d6d0551fe167,Other,N/A
2e01d4cd-527d-4335-a8cc-c434defc8a3f.rna_seq.genomic.gdc_realn.bam,514361d7-b2a7-4459-985c-e97b2e123e93,Poly-T Enrichment,
2e01d4cd-527d-4335-a8cc-c434defc8a3f.rna_seq.genomic.gdc_realn.bam,44f5ee64-ac9a-4b7b-b074-f313ccf2e1f4,Other,N/A
2e01d4cd-527d-4335-a8cc-c434defc8a3f.rna_seq.genomic.gdc_realn.bam,ba4342ce-8a26-4cce-b07c-cc2fa3a8887c,Other,N/A
8b397736-190e-410f-9a42-27984ec919ba.rna_seq.genomic.gdc_realn.bam,36e91e25-e33a-449d-8964-d65652899c0b,Poly-T Enrichment,
05b91997-5a17-4a37-b47f-f925aa166d59.rna_seq.genomic.gdc_realn.bam,751c7b84-437f-407e-bd08-1a66185cca56,Other,N/A
05b91997-5a17-4a37-b47f-f925aa166d59.rna_seq.genomic.gdc_realn.bam,d8367b82-b2a9-447e-80cb-e7f9528cfdeb,Poly-T Enrichment,
5b81a343-7c28-46be-903b-9b2b068d350e.rna_seq.genomic.gdc_realn.bam,e0afd456-0fb7-4c07-b1e7-e36fac3fda91,Other,N/A
5b81a343-7c28-46be-903b-9b2b068d350e.rna_seq.genomic.gdc_realn.bam,f5fc3343-ed96-43ef-8d3b-c615d4bd1149,Poly-T Enrichment,
8bb105ca-3ed0-4bd6-86f3-f870d262c145.rna_seq.genomic.gdc_realn.bam,0d9552a2-0749-44c3-b8ef-ad3c0a242443,Poly-T Enrichment,
8bb105ca-3ed0-4bd6-86f3-f870d262c145.rna_seq.genomic.gdc_realn.bam,0d6316e8-ebe8-4ef5-86c3-75a8a9fba291,Other,N/A
475ca708-8d3f-462c-a483-15235d503dac.rna_seq.genomic.gdc_realn.bam,b3fe163e-2bcd-4269-9407-aba78b835897,Poly-T Enrichment,
475ca708-8d3f-462c-a483-15235d503dac.rna_seq.genomic.gdc_realn.bam,27a859ca-3013-464f-9567-565e924fdedc,Other,N/A
9f7c0fbb-d002-442f-914c-9db933f3f86b.rna_seq.genomic.gdc_realn.bam,45e9f2b1-1c2c-428d-a806-e8f3e86782bd,Other,N/A
9f7c0fbb-d002-442f-914c-9db933f3f86b.rna_seq.genomic.gdc_realn.bam,3cc80cca-a719-4c12-bf9b-5a4e5fa826ae,Poly-T Enrichment,
784180a3-334c-404c-bbde-15d4928c5c0e.rna_seq.genomic.gdc_realn.bam,fc1dfab5-346b-4e70-9e3c-95b5e7587c62,Other,N/A
784180a3-334c-404c-bbde-15d4928c5c0e.rna_seq.genomic.gdc_realn.bam,8cfe4b17-216c-4275-9e37-824c4ecfa70a,Poly-T Enrichment,
1425e792-2e02-4ca6-a76f-9311efb301f9.rna_seq.genomic.gdc_realn.bam,39b10926-d1df-4875-8238-99e5666b4510,Poly-T Enrichment,
1425e792-2e02-4ca6-a76f-9311efb301f9.rna_seq.genomic.gdc_realn.bam,75557e42-b520-477c-82aa-3e52b0e0d5ad,Other,N/A
ad601a5c-0b18-4535-a922-37b67e7f989c.rna_seq.genomic.gdc_realn.bam,f6b065f3-0cef-4bbf-bb66-c373dfdcd645,Poly-T Enrichment,
3d11f804-7d91-41ef-9feb-280cd3f70432.rna_seq.genomic.gdc_realn.bam,264fbf8a-aa3c-4a23-a7e6-a32338a37e59,Poly-T Enrichment,
3d11f804-7d91-41ef-9feb-280cd3f70432.rna_seq.genomic.gdc_realn.bam,3a074dd4-ea2f-49d9-a81a-c1f7683ff39a,Other,N/A
0e2b6b82-8dc9-40c1-a564-497d04877a10.rna_seq.genomic.gdc_realn.bam,c2c20abf-e2b3-44a4-8c6f-914572622ec0,Other,N/A
0e2b6b82-8dc9-40c1-a564-497d04877a10.rna_seq.genomic.gdc_realn.bam,ae1412f3-ba92-4449-b4c1-4e8f61ece8b3,Poly-T Enrichment,
7d1ff7c5-7914-45bd-8acd-575e4a0379fb.rna_seq.genomic.gdc_realn.bam,bdab05a7-c1ca-487f-bd82-5d0bce4d77e5,Poly-T Enrichment,
7d1ff7c5-7914-45bd-8acd-575e4a0379fb.rna_seq.genomic.gdc_realn.bam,86f846af-14e1-487b-b5d3-8b365d03f606,Other,N/A
2e437a60-c6df-407d-9f8f-c8b418434821.rna_seq.genomic.gdc_realn.bam,6215c7dc-73a7-4d50-82c0-ca6ed4f193fe,Poly-T Enrichment,
cd1d2bf3-da4e-464e-b5c4-4df45865525b.rna_seq.genomic.gdc_realn.bam,97a55a31-a05a-4541-a5fe-553f8791a5ed,Other,N/A
cd1d2bf3-da4e-464e-b5c4-4df45865525b.rna_seq.genomic.gdc_realn.bam,251c846a-6525-4118-a8ab-2c1972984e6d,Poly-T Enrichment,
59189f65-6c80-4e57-a849-8e9381c03ab8.rna_seq.genomic.gdc_realn.bam,7c8c6576-9e94-438f-867e-9d0db681b313,Poly-T Enrichment,
59189f65-6c80-4e57-a849-8e9381c03ab8.rna_seq.genomic.gdc_realn.bam,13d34127-4c88-464a-92ea-6d5203d09870,Other,N/A
f46532ff-fa94-400e-9828-1c6eb6246688.rna_seq.genomic.gdc_realn.bam,b579a648-f534-40b7-9916-c43a098fbf4f,Poly-T Enrichment,
f46532ff-fa94-400e-9828-1c6eb6246688.rna_seq.genomic.gdc_realn.bam,56dbe164-c3b1-4bbe-af3d-ead1448484e2,Other,N/A
f46532ff-fa94-400e-9828-1c6eb6246688.rna_seq.genomic.gdc_realn.bam,737aa66d-bee6-4ea3-8a10-50459c85fc19,Other,N/A
f861b72d-0b68-46e1-9ce0-56f84226f18e.rna_seq.genomic.gdc_realn.bam,9463e1c0-67dc-40eb-a163-68474af208d0,Poly-T Enrichment,
f861b72d-0b68-46e1-9ce0-56f84226f18e.rna_seq.genomic.gdc_realn.bam,cdf015b4-8057-4805-a886-b678d1707062,Other,N/A
1e01daec-2646-4dea-ac20-f0c0f748e607.rna_seq.genomic.gdc_realn.bam,033429d3-4e7f-45e1-b601-2e8f2fc0deef,Poly-T Enrichment,
1e01daec-2646-4dea-ac20-f0c0f748e607.rna_seq.genomic.gdc_realn.bam,02b92184-7a74-46bf-9e08-7e5e6e7b1067,Other,N/A
d3b4c71f-7716-4135-8298-e9087f2d9ddb.rna_seq.genomic.gdc_realn.bam,53ddad12-9df3-4096-b414-3d33a62583d9,Poly-T Enrichment,
d3b4c71f-7716-4135-8298-e9087f2d9ddb.rna_seq.genomic.gdc_realn.bam,de4c973c-6b9a-4247-8f2b-a6acebeb8ff2,Other,N/A
61019c48-8ef4-443e-8b36-369daecb6ee4.rna_seq.genomic.gdc_realn.bam,c65f3087-bc03-43bb-a494-3f99a8730511,Poly-T Enrichment,
61019c48-8ef4-443e-8b36-369daecb6ee4.rna_seq.genomic.gdc_realn.bam,00eb3099-9bff-4bfa-8a7f-108c61312e4c,Other,N/A
302b307b-1c02-46a4-ab3f-83ed50f0424a.rna_seq.genomic.gdc_realn.bam,fbc1e769-9aef-489c-9c22-39d521f1e253,Poly-T Enrichment,
302b307b-1c02-46a4-ab3f-83ed50f0424a.rna_seq.genomic.gdc_realn.bam,d15181ad-37a3-40c2-a1ab-e0dd394fd882,Other,N/A
cf65b266-edea-47d6-ae9e-71dc60bf7cce.rna_seq.genomic.gdc_realn.bam,bcc4bb17-d25c-443b-aae0-3fb0e0079499,Poly-T Enrichment,
cf65b266-edea-47d6-ae9e-71dc60bf7cce.rna_seq.genomic.gdc_realn.bam,23498fea-7bfa-4fb6-8640-e5771da49af2,Other,N/A
668a241b-aa1a-45e9-ba81-950c9523688a.rna_seq.genomic.gdc_realn.bam,63333a15-face-4f54-bc34-6831ce9ae292,Poly-T Enrichment,
668a241b-aa1a-45e9-ba81-950c9523688a.rna_seq.genomic.gdc_realn.bam,61e3a912-56ce-4f67-9dcf-b6565809c5bb,Other,N/A
25916327-1f64-4ee9-8d1c-0c15ba34e84a.rna_seq.genomic.gdc_realn.bam,5d9c5acb-bb0a-4035-98c8-d502aa1e9cf0,Other,N/A
25916327-1f64-4ee9-8d1c-0c15ba34e84a.rna_seq.genomic.gdc_realn.bam,92dcec3c-9ca2-451e-89c5-2a247ccd76dd,Poly-T Enrichment,
f4db33ab-4bfc-4fbc-a271-ab3be26d413c.rna_seq.genomic.gdc_realn.bam,730e6772-800b-4ee7-bbfd-dfbbe6e8c693,Poly-T Enrichment,
f4db33ab-4bfc-4fbc-a271-ab3be26d413c.rna_seq.genomic.gdc_realn.bam,496718ed-c5a4-49d7-8d2b-5207901992cd,Other,N/A
371f6839-724c-4b5b-a5a7-5e453bdd1a8e.rna_seq.genomic.gdc_realn.bam,b2de7a5c-2ecb-41b1-9c4c-d2963d5ca96f,Poly-T Enrichment,
2d5a8608-f032-4591-be2d-27cf6f051d70.rna_seq.genomic.gdc_realn.bam,88c608c5-73fd-42e0-901f-6cacf994e652,Poly-T Enrichment,
2d5a8608-f032-4591-be2d-27cf6f051d70.rna_seq.genomic.gdc_realn.bam,8e140d9f-2318-4eb8-b05c-c4d233071977,Other,N/A
4d122d42-d300-456e-9b5d-48a8fecc6959.rna_seq.genomic.gdc_realn.bam,e35c2614-f3cf-4ab6-aea9-2feba44fea68,Poly-T Enrichment,
4d122d42-d300-456e-9b5d-48a8fecc6959.rna_seq.genomic.gdc_realn.bam,0187f6fb-8abb-4e23-a4fa-484a898afad8,Other,N/A
319e8aaa-4834-4962-b2e3-dd670f1c9722.rna_seq.genomic.gdc_realn.bam,4a6e4410-304e-4e39-b881-c370e8620cea,Other,N/A
319e8aaa-4834-4962-b2e3-dd670f1c9722.rna_seq.genomic.gdc_realn.bam,11d915fd-d298-4b02-a082-4b7a4b328cdc,Poly-T Enrichment,
180f0361-9d35-4610-aae2-87e15a6c0975.rna_seq.genomic.gdc_realn.bam,eebfc7e7-cf1d-414e-8256-c8ccbe8c5794,Poly-T Enrichment,
180f0361-9d35-4610-aae2-87e15a6c0975.rna_seq.genomic.gdc_realn.bam,1a8d6f9b-f2d6-4839-bfd4-08361f9292ee,Other,N/A
77ba7f95-d783-4e7b-a6d7-b3331e8eacae.rna_seq.genomic.gdc_realn.bam,44f56d02-ea66-417d-a2ed-164744108557,Other,N/A
77ba7f95-d783-4e7b-a6d7-b3331e8eacae.rna_seq.genomic.gdc_realn.bam,6b34307d-47e3-4ab8-afb7-822da3d61413,Poly-T Enrichment,
63c6aecb-ed8b-4798-8aae-ede25646597e.rna_seq.genomic.gdc_realn.bam,972e28a3-1e06-4d59-91bd-0f13a55c6c65,Poly-T Enrichment,
63c6aecb-ed8b-4798-8aae-ede25646597e.rna_seq.genomic.gdc_realn.bam,1eeec108-e3c3-4903-8048-98c83cfad769,Other,N/A
d31e0069-8cc8-4ca5-8831-0c01c4f378c0.rna_seq.genomic.gdc_realn.bam,e0be4e90-60ff-4603-86e6-1bc91b480d6d,Other,N/A
d31e0069-8cc8-4ca5-8831-0c01c4f378c0.rna_seq.genomic.gdc_realn.bam,0766b147-08f8-4eb7-a414-993a9f5cca0c,Poly-T Enrichment,
ccf635e1-3af9-4e85-a1f3-ff81f494ce93.rna_seq.genomic.gdc_realn.bam,35da85e4-7175-4103-b882-4bd1d3f9b8d4,Poly-T Enrichment,
ccf635e1-3af9-4e85-a1f3-ff81f494ce93.rna_seq.genomic.gdc_realn.bam,4ede9f0b-fb6c-4a7d-8beb-79398e7bae86,Other,N/A
25a7bd49-7088-43ab-9f00-ee78b26fb788.rna_seq.genomic.gdc_realn.bam,1ddac393-4928-4905-920d-2ee885e319db,Other,N/A
25a7bd49-7088-43ab-9f00-ee78b26fb788.rna_seq.genomic.gdc_realn.bam,c2d5a224-d366-4062-b746-ce9153e83a64,Poly-T Enrichment,
d0971ba6-acbf-4893-bf3b-388b19416878.rna_seq.genomic.gdc_realn.bam,80ce86cd-6b17-433c-8ced-8ba11591bc3b,Poly-T Enrichment,
d0971ba6-acbf-4893-bf3b-388b19416878.rna_seq.genomic.gdc_realn.bam,7bccf84b-09b9-48d2-9409-89caf2e97968,Other,N/A
9bc15200-9cbd-428b-8de0-e2b77a6982ff.rna_seq.genomic.gdc_realn.bam,3c3442dc-4458-472d-953e-6484e563b68f,Other,N/A
9bc15200-9cbd-428b-8de0-e2b77a6982ff.rna_seq.genomic.gdc_realn.bam,a42ca6e5-907f-4500-92bd-ef26dde97834,Poly-T Enrichment,
c3aa8326-8270-4712-810a-8b2923be5e7e.rna_seq.genomic.gdc_realn.bam,b149c3ba-9443-4d9c-bd3c-f5d86c375072,Poly-T Enrichment,
c3aa8326-8270-4712-810a-8b2923be5e7e.rna_seq.genomic.gdc_realn.bam,9a66e2cb-2eff-4358-a6f3-f7ba78352c04,Other,N/A
1accf9a8-469b-4ea0-8523-929bc9d92631.rna_seq.genomic.gdc_realn.bam,7938cd51-bb5a-49e2-a905-dbe337cc6bf3,Poly-T Enrichment,
1accf9a8-469b-4ea0-8523-929bc9d92631.rna_seq.genomic.gdc_realn.bam,00b26976-cfd8-470e-be61-c93a2f24349b,Other,N/A
71bfc216-6035-439c-b925-cc040a2ca19e.rna_seq.genomic.gdc_realn.bam,35a0590e-0e00-42d7-bdd2-2ca874722649,Other,N/A
71bfc216-6035-439c-b925-cc040a2ca19e.rna_seq.genomic.gdc_realn.bam,1958fb63-180f-4d24-b83b-ca873437dfe3,Poly-T Enrichment,
2fe3f9ed-8fd3-417c-a77f-c16a9ffa169b.rna_seq.genomic.gdc_realn.bam,d22d1979-4e25-47b7-a0bc-87ac9a42b311,Other,N/A
2fe3f9ed-8fd3-417c-a77f-c16a9ffa169b.rna_seq.genomic.gdc_realn.bam,ecff5354-b8b2-4c73-ba14-bb34849bc60f,Poly-T Enrichment,
1fa25b98-8ddf-403b-9b71-031b1adf7c3f.rna_seq.genomic.gdc_realn.bam,a36f438f-9e5f-4f1c-a044-f50bb7a61c4b,Other,N/A
1fa25b98-8ddf-403b-9b71-031b1adf7c3f.rna_seq.genomic.gdc_realn.bam,e2853379-40a2-40d2-8f1b-14efac59c262,Poly-T Enrichment,
2e4e5497-8407-4bd8-bf98-850aa0c433c3.rna_seq.genomic.gdc_realn.bam,e6f83416-5493-48a8-b006-dd9b734ce6be,Other,N/A
2e4e5497-8407-4bd8-bf98-850aa0c433c3.rna_seq.genomic.gdc_realn.bam,6689b1b9-4e5b-4463-be87-423f9abff3fc,Poly-T Enrichment,
395374c5-dbda-434c-bde9-b9de0909731f.rna_seq.genomic.gdc_realn.bam,386daa92-d75b-4c74-9d5d-72e4a88fb971,Poly-T Enrichment,
395374c5-dbda-434c-bde9-b9de0909731f.rna_seq.genomic.gdc_realn.bam,d29776f4-b450-4a2a-a7c7-0a616ce848e1,Other,N/A
ff6ebcd0-18b3-4334-aee2-187f41068eb9.rna_seq.genomic.gdc_realn.bam,44beaf93-11a3-4b16-9fed-5ce2def69f6b,Other,N/A
ff6ebcd0-18b3-4334-aee2-187f41068eb9.rna_seq.genomic.gdc_realn.bam,86a58970-81c4-46a8-8d46-d4bbd84fa517,Poly-T Enrichment,
89d1d838-3d20-4983-b4ef-996f96ccf88a.rna_seq.genomic.gdc_realn.bam,af6a764c-d997-4a17-bfd9-0fa1486ce22d,Other,N/A
89d1d838-3d20-4983-b4ef-996f96ccf88a.rna_seq.genomic.gdc_realn.bam,638c2c0a-4f88-4a25-8191-2d857edb353b,Poly-T Enrichment,
39b8cc57-059d-433d-a22a-dc450104c78f.rna_seq.genomic.gdc_realn.bam,09c9dc73-50ad-435c-a80a-25c397af7e91,Poly-T Enrichment,
39b8cc57-059d-433d-a22a-dc450104c78f.rna_seq.genomic.gdc_realn.bam,dbc5e659-e779-4179-a9b6-6e5c8185bf04,Other,N/A
